report_no,year,country_iso3,doi,sha256
2025/028,2025,ZAF,10.5089/9798229000048.002,a0ba91e11620b029ae4c18ed1462ebf4af6f0dfb9a46283c673e8e897336bb86
2025/030,2025,KAZ,10.5089/9798400299483.002,199157cd7838bc75031f11c9fd01910228018f1b32b937f31c081ae1027d2ed9
2025/037,2025,CHL,10.5089/9798229000321.002,28a0d831dbf7dd029d99b9371a798471f89e7727ca425cc81e53aa402314df51
2025/039,2025,GRD,10.5089/9798400299544.002,fc698a02261f0c8a683ff6cc6ef4b46c32d8af3b4a8a326781d39812685d67e0
2025/047,2025,QAT,10.5089/9798229001069.002,201f4bc7cc5ed53f7ed609d90d0b566630e249feede6e44c8d7af29e03a656bc
2025/065,2025,LCA,10.5089/9798229004060.002,1bb537fc4510d3713518615c5da994a053b518433683223459f7630b39808e32
2025/067,2025,SLV,10.5089/9798229004220.002,67f05298be53a0d31548f704624444082f58321837fb9f45b1f2ba849c642ff2
2025/076,2025,LIE,10.5089/9798229004411.002,4ec9919e76b687488984d555a83008ec079d43a9c15dfaa670a323a9bb83d3b8
2025/079,2025,SWE,10.5089/9798229007566.002,4cf9a1c3dfb0a6f1ebecf5d1e586b8c23e3eb389344d6f31a89c8eab1b7679c5
2025/108,2025,CRI,10.5089/9798229011327.002,f50fe2cc335a13480f3ffedae3a924a80472f12bb005ea9c13b464345d125dbc
2025/123,2025,LUX,10.5089/9798229011754.002,e11e45fad39e6df53a908fac3d539d2afb96c32f71a1fc49419d7b09f2d9f44d
2025/132,2025,NAM,10.5089/9798229014496.002,8a368e72521fc9f78e0801d07133877a3f126ee7b5060b8c8b11591c0a4bf9ea
2025/146,2025,JAM,10.5089/9798229015363.002,595150fa55806397d99c1cb60604dce27472e0fd4e9a714d7648cd2ba0315059
2025/163,2025,TZA,10.5089/9798229016483.002,7476406bf48be91f06040535169928db403cfa08767160ed50f4054365cb81b6
2025/165,2025,DNK,10.5089/9798229015899.002,daccfcdfedc98762c03bb1833b197e662a9e2188f598d04210598bd0c89c0e79
2025/188,2025,ETH,10.5089/9798229017541.002,257e3e16b05d17cc699c9d92d71968cc0fc012e86949b9400a7d7c3c00c0f0f1
2025/192,2025,SGP,10.5089/9798229017930.002,9fac7030e439c356aec35e025b1dba65b38462d1920df2a00d3f7ee6c31b4cf7
2025/194,2025,BRA,10.5089/9798229017602.002,ce55fbb4004407c5bc727b4568b006d92b0c81ab385971e8d5340552d5011e40
2025/225,2025,ZMB,10.5089/9798229019378.002,6be8083bec93e04ce06ab3346c24f7bb93a103a0ccf2a0975b1c21ab3da47953
2025/228,2025,STP,10.5089/9798229020152.002,a31101cc1af3c48eba23d7e5383e38432ad13a54365742f69a40b41fbc61c1dc
2025/248,2025,NOR,10.5089/9798229021524.002,000e19ef6365e43eeabcd6b42c02b58375b6f7b263c605701bbb2e0bd5cc5be0
2025/252,2025,BIH,10.5089/9798229023283.002,bd8dfde0df9bf8f45a5ae1d2d447253e82b08e2532703f48683958ff8862e6d8
2025/263,2025,CHE,10.5089/9798229025195.002,28fdcfe088b3323947cd5572a11111ca4a642896dcde36d5be48b862ee0d6319
2025/277,2025,VUT,10.5089/9798229026833.002,c839648da9930cd8b1f40b47287344d8196bdabd9f7d42dc6c17b431e8e1d77e
2025/278,2025,TLS,10.5089/9798229026673.002,8985cfc5cd34c20dd6c6cf85232b55bcd48bb6de988bcdfa6f97105a7d8681c2
2025/279,2025,SWZ,10.5089/9798229027106.002,21dd46ce49c0d4c62a1fdd5103fb7a441290f7cefedaea788264a52e5e186983
2025/280,2025,COL,10.5089/9798229025713.002,ec3a4deede83c11818e1abd69a9b0d980498888f67587144f21f640fe5385ed0
2025/286,2025,MEX,10.5089/9798229025140.002,b759b01f76fb981706981224209838eb6bb522e898081eca097c5dedff07d968
2025/294,2025,ROU,10.5089/9798229031547.002,a0468deb1017c088747bdde87c606b4780791a84359c4aaeee0fbe410d5b66ec
2025/304,2025,MNE,10.5089/9798229030076.002,ccb984b8eb46009840587146a72ad42390d50ed1bcee832ddf4c0f6d7f1b8329
2025/305,2025,DOM,10.5089/9798229030816.002,04441e96b778dd6c736ca83fb5c83bac56fbc48f3ad577b177bd2e2f0bcee52c
2025/306,2025,BGR,10.5089/9798229031165.002,b65242d477a5d0908ee881bfc189ba07821dbcccc00440c3f5962af71d7c7ac6
2025/315,2025,ABW,10.5089/9798229032520.002,73b6b388897345b0c87ef81d9e1e7e067d90d65491d50ef3b0f9d4b4292f4438
2025/327,2025,ARE,10.5089/9798229030823.002,b12ce574da1ed96cb49007ac7023b0f7bb999bf9437ac9e5b0e5d7662faf4ee9
2025/329,2025,HRV,10.5089/9798229033480.002,eeb2c596cbd0b6e785a973f6e28f83f9984e97059c24dce29866903b00bb8f74
2025/333,2025,PHL,10.5089/9798229031493.002,e65a1158a09333e7dd7c43dfdadc8a3bfc7f279a66545d302993ff56086145d4
